id,tokens,slots,intent
train-05422,je vous remercie,O O O,
train-05423,et bon après-midi au revoir,O O O O O,
train-05424,oui bonjour madame euh j' aurais besoin de connaître s' il vous plaît si c' est possible euh pour réserver des chambres du cinq au huit mars trois nuits à Châteauroux,O O O O O O O O O O O O O O O O O O O command-tache-B objet-B objet-I temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I sejour-nbNuit-B sejour-nbNuit-I localisation-ville-B localisation-ville-I,
train-05425,trois nuits,sejour-nbNuit-B sejour-nbNuit-I,
train-05426,non à Châteauroux,reponse-B localisation-ville-B localisation-ville-I,
train-05427,trois nuits voilà,sejour-nbNuit-B sejour-nbNuit-I O,
train-05428,merci,O,
train-05429,madame,O,
train-05430,d' accord oui ils sont enfin ils sont à quel montant à peu près,reponse-B reponse-I reponse-I lienRef-coRef-B O O lienRef-coRef-B O O objet-B objet-I comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I,
train-05431,on m' a pas précisé on m' a pas précisé euh on m' a pas précisé pour ces trois chambres exactement ce qu' ils voulaient donc je sais pas trop on m' a juste dit trois trois nuits à Châteauroux plus du huit au neuf mars à Amiens et là on m' a précisé ce qu' il fallait exactement mais les trois nuits à Châteauroux je sais pas du tout euh à mon avis c' est des chambres individuelles hein,O O O O O O O O O O O O O O O O O lienRef-coRef-B nombre-chambre-B nombre-chambre-I O O O lienRef-coRef-B O O reponse-B reponse-I reponse-I reponse-I O O O O O sejour-nbNuit-B sejour-nbNuit-I sejour-nbNuit-I localisation-ville-B localisation-ville-I connectProp-B temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I localisation-ville-B localisation-ville-I connectProp-B O O O O O O O O O O O sejour-nbNuit-B sejour-nbNuit-I sejour-nbNuit-I localisation-ville-B localisation-ville-I reponse-B reponse-I reponse-I reponse-I reponse-I O O O O O O chambre-type-B chambre-type-I chambre-type-I O,
train-05432,oui,reponse-B,
train-05433,oui oui je pense que ces trois nuits à Châteauroux c'est des chambres individuelles parce que après du huit au neuf ils continuent à Amiens et il y a dix huit chambres individuelles avec quatre vingts euros maximum une douche dans la chambre et à côté d' un parc ça c' est pour une résa donc à mon avis les les trois nuits du cinq au huit mars à Châteauroux ça doit être à peu près pareil ça doit être individuelles ça doit être un groupe qui part vous voyez,reponse-B reponse-I O O O sejour-nbNuit-B sejour-nbNuit-I sejour-nbNuit-I localisation-ville-B localisation-ville-I O chambre-type-B chambre-type-I chambre-type-I connectProp-B connectProp-I comparatif-temps-B temps-date-B temps-date-I temps-date-B temps-date-I lienRef-coRef-B O localisation-ville-B localisation-ville-I connectProp-B O O O nombre-chambre-B nombre-chambre-I chambre-type-B chambre-type-I O paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B comparatif-paiement-B chambre-equipement-B chambre-equipement-I O lienRef-coRef-B objet-B connectProp-B localisation-distanceRelative-B localisation-distanceRelative-I localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I O O O command-tache-B command-tache-I command-tache-I O O O O sejour-nbNuit-B sejour-nbNuit-I sejour-nbNuit-I sejour-nbNuit-I temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I localisation-ville-B localisation-ville-I O O O O O O O O O O chambre-type-B O O O objet-B objet-I O O O O,
train-05434,oui ben c' est parfait,reponse-B O O O O,
train-05435,ben je vais prendre celle à soixante alors soixante euros la nuit donc il me faudrait trois chambres à Châteauroux du cinq au huit mars,command-tache-B command-tache-I command-tache-I command-tache-I lienRef-elsEns-B O paiement-montant-entier-B paiement-montant-entier-I paiement-montant-entier-I paiement-monnaie-B O O O O O O nombre-chambre-B nombre-chambre-I localisation-ville-B localisation-ville-I temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I,
train-05436,merci,O,
train-05437,bon ben à ce moment-là on peut essayer de voir pour l' autre l' autre hôtel,O O O O O O O O O O O lienRef-coDom-B lienRef-coDom-I lienRef-coDom-I lienRef-coDom-I objetBD-B,
train-05438,merci,O,
train-05439,oui,reponse-B,
train-05440,oui s' il vous plaît,reponse-B O O O O,
train-05441,et j' aurais besoin également,O O O O O,
train-05442,d'accord,reponse-B,
train-05443,d'accord,reponse-B,
train-05444,cent soixante seize d'accord et pour toujours le même groupe j' aurais besoin du huit au neuf mars donc euh pareil à Amiens il me faudrait dix huit chambres individuelles,nombre-B nombre-I nombre-I reponse-B connectProp-B O O objet-B objet-I objet-I O O O temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I O O O localisation-ville-B localisation-ville-I O O O nombre-chambre-B nombre-chambre-I chambre-type-B chambre-type-I,
train-05445,quatre vingts euros maxi,paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B comparatif-paiement-B,
train-05446,et une douche dans la chambre et à côté d' un parc,O chambre-equipement-B chambre-equipement-I O lienRef-coRef-B objet-B connectProp-B localisation-distanceRelative-B localisation-distanceRelative-I localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I,
train-05447,d'accord,reponse-B,
train-05448,d'accord,reponse-B,
train-05449,d'accord ben c' est et si c' est possible une douche dans la chambre,reponse-B O O O connectProp-B O O O O chambre-equipement-B chambre-equipement-I O lienRef-coRef-B objet-B,
train-05450,d'accord alors je voulais juste savoir donc si s' il restait dix huit chambres,reponse-B O O O O O O O O O O nombre-chambre-disponible-B nombre-chambre-disponible-I nombre-chambre-disponible-I,
train-05451,merci,O,
train-05452,oui,reponse-B,
train-05453,s' il vous plaît,O O O O,
train-05454,merci,O,
train-05455,d'accord,reponse-B,
train-05456,oui j' aurais besoin d' une autre réservation c' est du quinze au seize février une nuit à Paris dans le treizième et j' aurais besoin de dix chambres simples inférieur à quatre vingts euros la nuit à côté d' un endroit animé le soir,reponse-B command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I command-tache-I command-tache-I O O temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I sejour-nbNuit-B sejour-nbNuit-I localisation-ville-B localisation-ville-I localisation-arrondissement-B localisation-arrondissement-I localisation-arrondissement-I connectProp-B O O O O nombre-chambre-B chambre-type-B chambre-type-I comparatif-paiement-B O paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B O O localisation-distanceRelative-B localisation-distanceRelative-I localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I temps-plageTps-B temps-plageTps-I,
train-05457,merci,O,
train-05458,d'accord donc je voudrais bien savoir combien ça coûte la chambre,reponse-B connectProp-B O O O O objet-B objet-I objet-I lienRef-coRef-B objet-B,
train-05459,euh je pense que c' est simple,O O O O O O O,
train-05460,d'accord ben je veux,reponse-B O O O,
train-05461,bonne question le premier à soixante dix euros une nuit dans le treizième,O O lienRef-elsEns-B rang-hotel-B O paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B sejour-nbNuit-B sejour-nbNuit-I localisation-arrondissement-B localisation-arrondissement-I localisation-arrondissement-I,
train-05462,alors ils m' ont précisé une nuit à Paris dans le treizième euh donc dix chambres simples,O lienRef-coRef-B O O O sejour-nbNuit-B sejour-nbNuit-I localisation-ville-B localisation-ville-I localisation-arrondissement-B localisation-arrondissement-I localisation-arrondissement-I O O nombre-chambre-B chambre-type-B chambre-type-I,
train-05463,à côté d' un endroit animé le soir,localisation-distanceRelative-B localisation-distanceRelative-I localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I temps-plageTps-B temps-plageTps-I,
train-05464,c' est le cas,O O O O,
train-05465,je disais euh est-ce que c' est il me faudrait donc une nuit à Paris dans le treizième dix chambres simples inférieurs à quatre vingt euros à côté d' un endroit animé le soir est-ce que c' est le cas,O O O O O O O O O O O sejour-nbNuit-B sejour-nbNuit-I localisation-ville-B localisation-ville-I localisation-arrondissement-B localisation-arrondissement-I localisation-arrondissement-I nombre-chambre-B chambre-type-B chambre-type-I comparatif-paiement-B comparatif-paiement-I paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B localisation-distanceRelative-B localisation-distanceRelative-I localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I temps-plageTps-B temps-plageTps-I O O O O O O,
train-05466,d'accord et l' autre le premier,reponse-B connectProp-B lienRef-coDom-B lienRef-coDom-I lienRef-elsEns-B rang-B,
train-05467,d'accord euh donc on m' a dit inférieur à quatre vingts euros donc celui de soixante dix c' est le premier,reponse-B O connectProp-B O O O O comparatif-paiement-B comparatif-paiement-I paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B O lienRef-elsEns-B O paiement-montant-entier-B paiement-montant-entier-I O O lienRef-elsEns-B rang-B,
train-05468,d'accord,reponse-B,
train-05469,d'accord ben et si si vous pouvez regarder s' il reste dix chambres simples,reponse-B O connectProp-B O O O O O O O O nombre-chambre-disponible-B chambre-type-B chambre-type-I,
train-05470,merci,O,
train-05471,oui s' il vous plaît,reponse-B O O O O,
train-05472,d'accord,reponse-B,
train-05473,d'accord,reponse-B,
train-05474,c' est parfait merci beaucoup,O O O O O,
train-05475,madame,O,
train-05476,non c' est bon j' ai terminé,reponse-B O O O O O O,
train-05477,merci madame,O O,
train-05478,au revoir,O O,
train-05479,j' aurais voulu euh réserver euh une chambre simple à moins de cent euros pour les quatre derniers jours du mois de mars à Vierzon je vous précise que j' ai un chien,command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I O nombre-chambre-B chambre-type-B chambre-type-I comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I paiement-montant-entier-B paiement-monnaie-B nombre-temps-B nombre-temps-I nombre-temps-I temps-axeTps-B temps-unite-B temps-mois-B temps-mois-I temps-mois-I temps-mois-I localisation-ville-B localisation-ville-I O O O O O O hotel-services-B hotel-services-I,
train-05480,oui tout à fait exactement,reponse-B reponse-I reponse-I reponse-I reponse-I,
train-05481,ok merci,reponse-B O,
train-05482,oui ben écoutez c' est parfait est-ce qu' ils acceptent les chiens,reponse-B O O O O O O O lienRef-coRef-B O hotel-services-B hotel-services-I,
train-05483,bon ben écoutez il y a pas de problème donc euh je réserve pour le premier hôtel vous m' avez dit c' est quel,O O O O O O O O O O O command-tache-B command-tache-I lienRef-elsEns-B lienRef-elsEns-I rang-hotel-B objetBD-B O O O O O O O,
train-05484,nom,O,
train-05485,oui ben hôtel Ti Moana ça me convient très bien il y a pas de problème,reponse-B O nom-hotel-B nom-hotel-I nom-hotel-I reponse-B reponse-I reponse-I reponse-I reponse-I O O O O O O,
train-05486,ok,reponse-B,
train-05487,une chambre simple,nombre-chambre-B chambre-type-B chambre-type-I,
train-05488,oui tout à fait il y a aucun problème,reponse-B reponse-I reponse-I reponse-I O O O O O,
train-05489,oui,reponse-B,
train-05490,c' est parfait,O O O,
train-05491,d'accord,reponse-B,
train-05492,non vous m' avez donné tous les éléments je vous remercie infiniment,reponse-B command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I command-tache-I command-tache-I O O O O,
train-05493,au revoir,O O,
train-05494,j' aurais voulu réserver euh deux chambres doubles et une chambre simple pour les cinq jours de Noël à la Noël donc dans le huitième arrondissement de Paris,command-tache-B command-tache-I command-tache-I command-tache-I O nombre-chambre-B chambre-type-B chambre-type-I connectProp-B nombre-chambre-B chambre-type-B chambre-type-I sejour-nbNuit-B sejour-nbNuit-I sejour-nbNuit-I sejour-nbNuit-I temps-jourFerie-B temps-jourFerie-I temps-jourFerie-I temps-jourFerie-I temps-jourFerie-I O localisation-arrondissement-B localisation-arrondissement-I localisation-arrondissement-I localisation-arrondissement-I localisation-ville-B localisation-ville-I,
train-05495,tout à fait,reponse-B reponse-I reponse-I,
train-05496,merci,O,
train-05497,oui très bien quel prix euh quel prix sont les chambres,reponse-B O O objet-B objet-I O O O O lienRef-coRef-B objet-B,
train-05498,et ben écoutez,O O O,
train-05499,et ben écoutez c' est parfait pour le la résidence Océane est-ce que les chambres sont fumeurs,O O O O O O O nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I O O lienRef-coRef-B objet-B objet-I objet-I,
train-05500,d'accord est-ce que l' hôtel est à côté d' un endroit animé,reponse-B O O lienRef-coRef-B objetBD-B O localisation-distanceRelative-B localisation-distanceRelative-I localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I,
train-05501,bon ben écoutez c' est parfait je réserve vous pouvez prendre la réservation,O O O O O O command-tache-B command-tache-I command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I,
train-05502,merci,O,
train-05503,euh donc il n' y a pas d' autres hôtels pas d' autres euh hôtels possibles,O O O O O O lienRef-coDom-B lienRef-coDom-I lienRef-coDom-I objetBD-B lienRef-coDom-B lienRef-coDom-I lienRef-coDom-I O objetBD-B O,
train-05504,oui mais c' est à cent trente euros vous m' avez dit c' est ça,reponse-B connectProp-B O O O paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B O O O O command-dial-B command-dial-I command-dial-I,
train-05505,bon ben écoutez à ce moment-là je je vais réfléchir et puis je vous rappellerai je vous remercie infiniment,O O O O O O O O O O O O O O O O O O O,
train-05506,au revoir,O O,
train-05507,oui je je désire réserver une chambre euh je pour le deuxième week-end de décembre dans la ville de Sète je voudrais réserver deux chambres doubles à environ deux cents euros la chambre avec terrain de tennis et parking surveillé,reponse-B command-tache-B command-tache-I command-tache-I command-tache-I nombre-chambre-B nombre-chambre-I O O rang-temps-B rang-temps-I rang-temps-I temps-unite-B temps-mois-B temps-mois-I localisation-ville-B localisation-ville-I localisation-ville-I localisation-ville-I localisation-ville-I command-tache-B command-tache-I command-tache-I nombre-chambre-B chambre-type-B chambre-type-I comparatif-paiement-B comparatif-paiement-I paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B O O hotel-services-B hotel-services-I hotel-services-I hotel-services-I hotel-parking-B hotel-parking-I hotel-parking-I,
train-05508,à Sète oui,localisation-ville-B localisation-ville-I reponse-B,
train-05509,tout à fait,reponse-B reponse-I reponse-I,
train-05510,deuxième week-end,rang-temps-B temps-unite-B,
train-05511,de décembre,temps-mois-B temps-mois-I,
train-05512,oui,reponse-B,
train-05513,non ben je vais réserver à l' hôtel Marie galante alors,reponse-B O command-tache-B command-tache-I command-tache-I nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I nom-hotel-I O,
train-05514,alors,O,
train-05515,deux chambres doubles à environ deux cents euros la chambre,nombre-chambre-B chambre-type-B chambre-type-I comparatif-paiement-B comparatif-paiement-I paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B O O,
train-05516,ben je prendrais la Marie galante à cent euros alors la chambre il y a un terrain de tennis et parking surveillé,O command-tache-B command-tache-I nom-hotel-B nom-hotel-I nom-hotel-I O paiement-montant-entier-B paiement-monnaie-B O O O O O O hotel-services-B hotel-services-I hotel-services-I hotel-services-I hotel-parking-B hotel-parking-I hotel-parking-I,
train-05517,et ben c' est très bien,O O O O O O,
train-05518,d'accord merci,reponse-B O,
train-05519,oui,reponse-B,
train-05520,oui tout à fait,reponse-B reponse-I reponse-I reponse-I,
train-05521,cent quarante cinq deux cent six,nombre-B nombre-I nombre-I nombre-I nombre-I nombre-I,
train-05522,d'accord,reponse-B,
train-05523,oui,reponse-B,
train-05524,d'accord,reponse-B,
train-05525,non tout donc c' est très bien je vous remercie,reponse-B O O O O O O O O O,
train-05526,oui,O,
train-05527,oui,reponse-B,
train-05528,merci beaucoup au revoir,O O O O,
train-05529,j' aimerais réserver à le dernier week-end de septembre à Auxerre pour trois couples euh j' aimerais mettre quatre vingts euros maximum et près d' un stade de foot,command-tache-B command-tache-I command-tache-I O temps-axeTps-B temps-axeTps-I temps-unite-B temps-mois-B temps-mois-I localisation-ville-B localisation-ville-I sejour-nbCouple-B sejour-nbCouple-I sejour-nbCouple-I O O O O paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B comparatif-paiement-B connectProp-B localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I,
train-05530,oui,reponse-B,
train-05531,oui,reponse-B,
train-05532,oui,reponse-B,
train-05533,j' aimerais savoir si c' est bien près d' un stade de foot,O O O O O O O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I,
train-05534,d'accord donc euh donc je réserve,reponse-B connectProp-B connectProp-I connectProp-I command-tache-B command-tache-I,
train-05535,euh le premier que vous m' avez cité,O lienRef-elsEns-B rang-B O O O O O,
train-05536,oui l' hôtel des poètes alors j' aimerais pour trois couples,reponse-B nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I O O O sejour-nbCouple-B sejour-nbCouple-I sejour-nbCouple-I,
train-05537,alors je prends plutôt l' hôtel Beauséjour,O command-tache-B command-tache-I O nom-hotel-B nom-hotel-I nom-hotel-I,
train-05538,oui,reponse-B,
train-05539,oui,reponse-B,
train-05540,ok,reponse-B,
train-05541,cent cinquante quatre deux cent dix huit,nombre-B nombre-I nombre-I nombre-I nombre-I nombre-I nombre-I,
train-05542,oui,reponse-B,
train-05543,ok,reponse-B,
train-05544,euh non c' est bien le week-end euh septembre hein le week-end euh dernier week-end de septembre,O reponse-B O O O temps-unite-B temps-unite-I O temps-mois-B O temps-unite-B temps-unite-I O temps-axeTps-B temps-unite-B temps-mois-B temps-mois-I,
train-05545,à Auxerre hein c' est bon,O localisation-ville-B O O O O,
train-05546,d'accord donc je répète le dernier week-end de septembre à Auxerre trois couples euh soixante quinze euros la chambre et qui est près d' un terrain près près d' un stade de foot,reponse-B connectProp-B command-dial-B command-dial-I temps-axeTps-B temps-axeTps-I temps-unite-B temps-mois-B temps-mois-I localisation-ville-B localisation-ville-I sejour-nbCouple-B sejour-nbCouple-I O paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B O O connectProp-B O O localisation-distanceRelative-B localisation-distanceRelative-I localisation-distanceRelative-I localisation-distanceRelative-I localisation-distanceRelative-I localisation-distanceRelative-I localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I,
train-05547,d'accord ok j' ai pris note,reponse-B reponse-I O O O O,
train-05548,merci,O,
train-05549,au revoir,O O,
train-05550,j' aimerais réserver à Lyon pour la quatrième semaine de mars trois chambres simples à moins de cent euros la s la chambre de préférence un Etap hôtel avec un parking privé,command-tache-B command-tache-I command-tache-I localisation-ville-B localisation-ville-I rang-temps-B rang-temps-I rang-temps-I temps-unite-B temps-mois-B temps-mois-I nombre-chambre-B chambre-type-B chambre-type-I comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I paiement-montant-entier-B paiement-monnaie-B O O O O O O hotel-marque-B hotel-marque-I hotel-marque-I hotel-parking-B hotel-parking-I hotel-parking-I hotel-parking-I,
train-05551,oui c' est ça,reponse-B reponse-I reponse-I reponse-I,
train-05552,merci,O,
train-05553,euh je souhaite avoir des informations sur Etap hôtel,O command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I hotel-marque-B hotel-marque-I hotel-marque-I,
train-05554,euh j' aimerais savoir si il y a un parking privé,O O O O O O O O hotel-parking-B hotel-parking-I hotel-parking-I,
train-05555,euh l' autre proposition l' autre proposition d' hôtel euh avait-il un parking privé,O lienRef-coDom-B lienRef-coDom-I objet-B lienRef-coDom-B lienRef-coDom-I objet-B objetBD-B objetBD-I O O hotel-parking-B hotel-parking-I hotel-parking-I,
train-05556,et à combien sont les chambres,O objet-B objet-I O lienRef-coRef-B objet-B,
train-05557,donc je vais prendre l' hôtel du commerce s' il vous plaît,O command-tache-B command-tache-I command-tache-I nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I O O O O,
train-05558,je,O,
train-05559,réserve donc ces,command-tache-B O O,
train-05560,oui je réserve réserve ces trois chambres,reponse-B command-tache-B command-tache-I command-tache-I lienRef-coRef-B nombre-chambre-B nombre-chambre-I,
train-05561,oui,reponse-B,
train-05562,mille six cent vingt euros,paiement-montant-entier-B paiement-montant-entier-I paiement-montant-entier-I paiement-montant-entier-I paiement-monnaie-B,
train-05563,oui,reponse-B,
train-05564,d'accord,reponse-B,
train-05565,non c' est gentil je vous remercie,reponse-B O O O O O O,
train-05566,au revoir,O O,
train-05567,cent quatre vingt quatorze,nombre-B nombre-I nombre-I nombre-I,
train-05568,euh bonsoir je voudrais réserver à Evreux euh dans une Etap hôtel dans le centre ville euh pour cinq personnes deux chambres doubles une chambre individuelle et un prix moyen de cinquante euros pour la période du vingt sept au vingt huit inclus,O O command-tache-B command-tache-I command-tache-I localisation-ville-B localisation-ville-I O hotel-marque-B hotel-marque-I hotel-marque-I hotel-marque-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-lieuRelatif-I O sejour-nbPersonne-B sejour-nbPersonne-I sejour-nbPersonne-I nombre-chambre-B chambre-type-B chambre-type-I nombre-chambre-B chambre-type-B chambre-type-I connectProp-B objet-B objet-I comparatif-paiement-B comparatif-paiement-I paiement-montant-entier-B paiement-monnaie-B O O O temps-jour-mois-B temps-jour-mois-I temps-jour-mois-I temps-jour-mois-B temps-jour-mois-I temps-jour-mois-I temps-jour-mois-I,
train-05569,à Evreux oui,localisation-ville-B localisation-ville-I reponse-B,
train-05570,donc deux nuits,O sejour-nbNuit-B sejour-nbNuit-I,
train-05571,de février,temps-mois-B temps-mois-I,
train-05572,merci,O,
train-05573,oui mais les prix de combien,reponse-B connectProp-B lienRef-coRef-B objet-B O O,
train-05574,euh deux chambres doubles et une individuelle,O nombre-chambre-B chambre-type-B chambre-type-I connectProp-B nombre-chambre-B chambre-type-B,
train-05575,à quarante euros,O paiement-montant-entier-B paiement-monnaie-B,
train-05576,euh oh ben Campanile,O O O hotel-marque-B,
train-05577,merci,O,
train-05578,oui madame,reponse-B O,
train-05579,oui,reponse-B,
train-05580,oui,reponse-B,
train-05581,oui,reponse-B,
train-05582,d'accord,reponse-B,
train-05583,euh non parce que je connais Campanile et je connais euh les chambres non non ça me conviendra parfaitement,O reponse-B connectProp-B connectProp-I O O hotel-marque-B connectProp-B O O O lienRef-coRef-B objet-B O O reponse-B reponse-I reponse-I reponse-I,
train-05584,euh merci bonne soirée au revoir,O O O O O O,
train-05585,euh je souhaiterais faire une réservation d' hôtel à Paris euh pour le mois de novembre,O command-tache-B command-tache-I command-tache-I command-tache-I command-tache-I objetBD-B objetBD-I localisation-ville-B localisation-ville-I O temps-mois-B temps-mois-I temps-mois-I temps-mois-I temps-mois-I,
train-05586,oui,reponse-B,
train-05587,euh j' aimerais une chambre calme pour moins de cent dix euros s' il vous plaît,O O O nombre-chambre-B nombre-chambre-I localisation-lieuRelatif-B comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I paiement-montant-entier-B paiement-montant-entier-I paiement-monnaie-B O O O O,
train-05588,euh deux adultes,O sejour-nbAdulte-B sejour-nbAdulte-I,
train-05589,euh j' aimerais qu' il soit près du jardin des tuileries dans le septième avec une belle vue sur Paris,O O O O lienRef-coRef-B O localisation-distanceRelative-B localisation-distanceRelative-I localisation-lieuRelatif-B localisation-lieuRelatif-I localisation-lieuRelatif-I localisation-arrondissement-B localisation-arrondissement-I localisation-arrondissement-I unknown-B unknown-I unknown-I unknown-I unknown-I localisation-ville-B,
train-05590,je vais réserver euh dans l' hôtel de Suisse,command-tache-B command-tache-I command-tache-I O O nom-hotel-B nom-hotel-I nom-hotel-I nom-hotel-I,
train-05591,non,reponse-B,
train-05592,bonjour,O,
train-05593,euh retenir une chambre,O command-tache-B nombre-chambre-B nombre-chambre-I,
train-05594,à Paris dans le dix huitième dans le dix septième pardon,localisation-ville-B localisation-ville-I localisation-arrondissement-B localisation-arrondissement-I localisation-arrondissement-I localisation-arrondissement-I localisation-arrondissement-I localisation-arrondissement-I localisation-arrondissement-I localisation-arrondissement-I O,
train-05595,euh vingt cinq au vingt sept juin,O temps-date-B temps-date-I temps-date-B temps-date-I temps-date-I temps-date-I,
train-05596,dix septième,rang-B rang-I,
train-05597,oui,reponse-B,
train-05598,euh et bien tout d'abord euh un couple avec deux enfants j' aurais voulu une seule nuit et j' aurais voulu qu' il y ait un parking privé dans l' hôtel,O O O O O O sejour-nbCouple-B sejour-nbCouple-I sejour-nbEnfant-B sejour-nbEnfant-I sejour-nbEnfant-I O O O sejour-nbNuit-B sejour-nbNuit-I sejour-nbNuit-I connectProp-B O O O O O O O hotel-parking-B hotel-parking-I hotel-parking-I O lienRef-coRef-B objetBD-B,
train-05599,oui,reponse-B,
train-05600,euh qu' est-ce que vous auriez comme autre hôtel dans le même secteur,O O O O O O O lienRef-coDom-B objetBD-B O objet-B objet-I objet-I,
train-05601,euh il y a un parking,O O O O objet-B objet-I,
train-05602,et donc je peux avoir une chambre pour deux adultes et deux enfants,O O O O O nombre-chambre-B nombre-chambre-I sejour-nbAdulte-B sejour-nbAdulte-I sejour-nbAdulte-I sejour-nbEnfant-B sejour-nbEnfant-I sejour-nbEnfant-I,
train-05603,je confirme,command-dial-B command-dial-I,
train-05604,euh ah non non non j' annule j' annule parce que je ne voulais pas dépenser plus de cent euros pour une nuit pour les quatre,O O reponse-B reponse-I reponse-I command-dial-B command-dial-I command-dial-B command-dial-I connectProp-B connectProp-I O O O comparatif-paiement-B comparatif-paiement-I comparatif-paiement-I comparatif-paiement-I paiement-montant-entier-B paiement-monnaie-B sejour-nbNuit-B sejour-nbNuit-I sejour-nbNuit-I O lienRef-coRef-B nombre-B,
train-05605,oui et ben je veux une chambre avec euh je s ah oui oui oui oui oui oui deux cents quatre cents oui oui si si je maintiens je confirme je confirme et je prends,reponse-B O O O O nombre-chambre-B nombre-chambre-I O O O O O reponse-B reponse-I reponse-I reponse-I reponse-I reponse-I nombre-B nombre-I nombre-B nombre-I reponse-B reponse-I reponse-I reponse-I command-dial-B command-dial-I command-dial-B command-dial-I command-dial-B command-dial-I connectProp-B command-tache-B command-tache-I,
train-05606,je confirme ma réservation,command-dial-B command-dial-I command-tache-B command-tache-I,
train-05607,non merci,reponse-B O,
train-05608,au revoir,O O,
train-05609,euh je cherche une chambre simple à Vierzon pour les quatre derniers jours de mars,O O O nombre-chambre-B chambre-type-B chambre-type-I localisation-ville-B localisation-ville-I nombre-temps-B nombre-temps-I nombre-temps-I temps-axeTps-B temps-unite-B temps-mois-B temps-mois-I,
train-05610,oui,reponse-B,
train-05611,oui,reponse-B,
train-05612,alors j' ai besoin d' une chambre euh moins avec qui accepte les chiens,O O O O O nombre-chambre-B nombre-chambre-I O O O O O hotel-services-B hotel-services-I,
train-05613,quel est le prix de la chambre,O O lienRef-coRef-B objet-B O lienRef-coRef-B objet-B,
train-05614,quel est le prix de la chambre,O O lienRef-coRef-B objet-B O lienRef-coRef-B objet-B,
train-05615,euh oui s' il y a de la place pour les quatre derniers jours de mars,O reponse-B connectProp-B O O O hotel-etat-complet-B hotel-etat-complet-I hotel-etat-complet-I nombre-temps-B nombre-temps-I nombre-temps-I temps-axeTps-B temps-unite-B temps-mois-B temps-mois-I,
train-05616,oui je vous confirme la réservation,reponse-B command-dial-B command-dial-I command-dial-I command-tache-B command-tache-I,
train-05617,très bien,O O,
train-05618,euh y a-t-il une piscine à cet hôtel dans cet hôtel,O O O hotel-services-B hotel-services-I O lienRef-coRef-B objetBD-B O lienRef-coRef-B objetBD-B,
train-05619,bon ce n' est pas grave tant pis je maintiens la réservation,O O O O O O O O command-dial-B command-dial-I command-tache-B command-tache-I,
train-05620,au revoir,O O,
